City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
677,Manavalakurichi,IN,78.89,moderate rain,8.1333,77.3,Udaya Boys Hostel
678,Isangel,VU,75.31,scattered clouds,-19.55,169.2667,Tanna Lodge
679,Nortelandia,BR,82.71,few clouds,-14.4547,-56.8028,Hotel Karysmã
680,Aleksandrov Gay,RU,75.94,overcast clouds,50.147,48.5704,Gostinitsa I.p. Yes'kov A.v
683,Barra Patuca,HN,83.17,broken clouds,15.8,-84.2833,Paradise Inn & Suites
685,Bull Savanna,JM,81.27,overcast clouds,17.8868,-77.5902,Big Red's
686,Silvassa,IN,76.42,overcast clouds,20.2667,73.0167,Wonderland Resort
687,Mindelo,CV,78.35,broken clouds,16.8901,-24.9804,Hotel Gaudi
689,Mizdah,LY,74.08,scattered clouds,31.4451,12.9801,محمدالمبروك الاريقط
692,Russell,US,88.88,clear sky,32.3502,-85.1999,Macs
695,Campbell River,CA,75.92,smoke,50.0163,-125.2446,Ramada by Wyndham Campbell River
696,Ratangarh,IN,86.99,clear sky,28.0833,74.6,Hotel Shri Laxmi Palace
698,Kandrian,PG,79.59,moderate rain,-6.2167,149.55,Kandrian Station
699,Senador Jose Porfirio,BR,80.42,scattered clouds,-2.5908,-51.9542,Pousada Novo Horizonte
703,Puerto Colombia,CO,86.09,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
707,Mbandaka,CD,73.31,light rain,0.0487,18.2603,Guest House Epervier
708,Boca Do Acre,BR,84.78,few clouds,-8.7522,-67.3978,Hotel Sao Pedro
711,Balabac,PH,81.88,overcast clouds,7.9868,117.0645,Sing and Swing Lodge
713,Valleyview,CA,77.2,overcast clouds,55.0667,-117.2859,Paradise Inn & Suites
